#auto generated file!
180.0;218;369;413
186.0;218;369;413
192.0;219;373;408
198.0;219;378;403
204.0;222;378;400
210.0;222;378;400
216.0;222;380;398
222.0;224;379;397
228.0;223;370;407
234.0;220;371;409
240.0;219;378;403
246.0;221;379;400
252.0;221;377;402
258.0;223;375;402
264.0;221;374;405
270.0;223;380;397
276.0;224;379;397
282.0;225;376;399
288.0;230;376;394
294.0;235;375;390
300.0;241;373;386
306.0;243;370;387
312.0;242;376;382
318.0;246;374;380
324.0;252;377;371
330.0;255;383;362
336.0;256;380;364
342.0;255;381;364
348.0;258;384;358
354.0;255;386;359
360.0;254;379;367
366.0;251;382;367
372.0;254;380;366
378.0;254;383;363
384.0;258;380;362
390.0;263;376;361
396.0;267;381;352
402.0;271;382;347
408.0;273;382;345
414.0;270;382;348
420.0;267;383;350
426.0;263;386;351
432.0;267;396;337
438.0;273;400;327
444.0;273;399;328
450.0;272;394;334
456.0;270;398;332
462.0;272;396;332
468.0;271;395;334
474.0;270;396;334
480.0;271;389;340
486.0;270;384;346
492.0;270;382;348
498.0;274;383;343
504.0;277;383;340
510.0;278;383;339
516.0;277;387;336
522.0;276;384;340
528.0;273;389;338
534.0;271;388;341
540.0;270;386;344
546.0;269;386;345
552.0;267;385;348
558.0;268;382;350
564.0;267;380;353
570.0;268;379;353
576.0;266;379;355
582.0;266;385;349
588.0;266;383;351
594.0;270;383;347
600.0;274;371;355
606.0;274;371;355
612.0;275;373;352
618.0;275;367;358
624.0;276;367;357
630.0;280;365;355
636.0;284;368;348
642.0;286;367;347
648.0;285;366;349
654.0;289;368;343
660.0;292;358;350
666.0;291;364;345
672.0;287;372;341
678.0;286;364;350
684.0;288;368;344
690.0;288;375;337
696.0;291;382;327
702.0;294;385;321
708.0;292;387;321
714.0;292;378;330
720.0;295;377;328
726.0;298;384;318
732.0;295;385;320
738.0;295;384;321
744.0;296;385;319
750.0;297;390;313
756.0;298;381;321
762.0;301;381;318
768.0;297;376;327
774.0;296;375;329
780.0;301;375;324
786.0;302;374;324
792.0;302;374;324
798.0;303;377;320
804.0;305;374;321
810.0;310;375;315
816.0;311;381;308
822.0;311;383;306
828.0;308;385;307
834.0;308;387;305
840.0;307;386;307
846.0;304;388;308
852.0;303;394;303
858.0;299;397;304
864.0;303;396;301
870.0;305;397;298
876.0;305;395;300
882.0;305;389;306
888.0;308;394;298
894.0;305;394;301
900.0;311;391;298
906.0;308;392;300
912.0;309;385;306
918.0;310;380;310
924.0;308;388;304
930.0;307;386;307
936.0;306;387;307
942.0;308;391;301
948.0;307;395;298
954.0;309;394;297
960.0;312;399;289
966.0;316;394;290
972.0;314;401;285
978.0;314;397;289
984.0;311;397;292
990.0;309;398;293
996.0;304;401;295
1002.0;302;405;293
1008.0;299;405;296
1014.0;298;405;297
1020.0;296;407;297
1026.0;296;408;296
1032.0;293;407;300
1038.0;292;404;304
1044.0;293;401;306
1050.0;293;399;308
1056.0;291;404;305
1062.0;289;403;308
1068.0;287;406;307
1074.0;287;410;303
1080.0;290;404;306
1086.0;288;407;305
1092.0;288;409;303
1098.0;287;411;302
1104.0;287;417;296
1110.0;286;422;292
1116.0;287;425;288
1122.0;288;419;293
1128.0;294;415;291
1134.0;290;417;293
1140.0;289;410;301
1146.0;292;407;301
1152.0;294;405;301
1158.0;296;402;302
1164.0;297;399;304
1170.0;296;393;311
1176.0;299;391;310
1182.0;300;391;309
1188.0;297;392;311
1194.0;297;393;310
