#auto generated file!
180.0;201;331;368
186.0;202;333;365
192.0;203;331;366
198.0;202;333;365
204.0;206;333;361
210.0;209;331;360
216.0;211;333;356
222.0;211;340;349
228.0;214;339;347
234.0;213;343;344
240.0;215;344;341
246.0;220;343;337
252.0;225;333;342
258.0;226;333;341
264.0;229;331;340
270.0;228;332;340
276.0;230;330;340
282.0;235;330;335
288.0;238;331;331
294.0;240;330;330
300.0;244;329;327
306.0;244;330;326
312.0;246;332;322
318.0;249;326;325
324.0;249;322;329
330.0;246;328;326
336.0;246;329;325
342.0;248;325;327
348.0;251;323;326
354.0;254;329;317
360.0;252;335;313
366.0;251;336;313
372.0;248;334;318
378.0;253;337;310
384.0;254;341;305
390.0;254;343;303
396.0;253;338;309
402.0;252;341;307
408.0;254;342;304
414.0;253;340;307
420.0;251;341;308
426.0;248;337;315
432.0;248;341;311
438.0;251;341;308
444.0;250;342;308
450.0;256;342;302
456.0;258;340;302
462.0;257;339;304
468.0;262;333;305
474.0;263;330;307
480.0;266;327;307
486.0;269;329;302
492.0;268;329;303
498.0;273;327;300
504.0;277;326;297
510.0;278;322;300
516.0;277;322;301
522.0;275;328;297
528.0;278;326;296
534.0;278;328;294
540.0;276;328;296
546.0;281;334;285
552.0;282;332;286
558.0;282;328;290
564.0;286;324;290
570.0;285;324;291
576.0;283;326;291
582.0;283;327;290
588.0;284;321;295
594.0;287;320;293
600.0;288;316;296
606.0;292;314;294
612.0;293;316;291
618.0;294;315;291
624.0;292;318;290
630.0;294;312;294
636.0;293;315;292
642.0;292;316;292
648.0;293;313;294
654.0;295;313;292
660.0;293;315;292
666.0;292;316;292
672.0;289;317;294
678.0;288;318;294
684.0;286;318;296
690.0;284;320;296
696.0;286;328;286
702.0;285;328;287
708.0;285;329;286
714.0;287;325;288
720.0;288;329;283
726.0;289;327;284
732.0;292;326;282
738.0;292;327;281
744.0;289;329;282
750.0;291;326;283
756.0;292;326;282
762.0;290;328;282
768.0;296;326;278
774.0;292;325;283
780.0;291;325;284
786.0;292;320;288
792.0;289;325;286
798.0;290;321;289
804.0;284;327;289
810.0;284;329;287
816.0;282;328;290
822.0;283;329;288
828.0;284;327;289
834.0;283;329;288
840.0;285;334;281
846.0;287;331;282
852.0;287;330;283
858.0;293;331;276
864.0;292;331;277
870.0;293;329;278
876.0;297;334;269
882.0;302;337;261
888.0;298;340;262
894.0;299;341;260
900.0;301;339;260
906.0;304;334;262
912.0;303;333;264
918.0;302;339;259
924.0;303;340;257
930.0;306;340;254
936.0;302;341;257
942.0;301;341;258
948.0;303;341;256
954.0;303;338;259
960.0;303;338;259
966.0;302;340;258
972.0;308;334;258
978.0;306;333;261
984.0;309;332;259
990.0;308;329;263
996.0;313;330;257
1002.0;316;333;251
1008.0;312;332;256
1014.0;311;332;257
1020.0;308;334;258
1026.0;307;331;262
1032.0;304;333;263
1038.0;304;331;265
1044.0;301;337;262
1050.0;304;338;258
1056.0;302;341;257
1062.0;306;339;255
1068.0;306;338;256
1074.0;304;342;254
1080.0;307;341;252
1086.0;312;335;253
1092.0;309;334;257
1098.0;311;333;256
1104.0;308;336;256
1110.0;305;337;258
1116.0;304;341;255
1122.0;304;341;255
1128.0;305;338;257
1134.0;300;340;260
1140.0;298;343;259
1146.0;295;342;263
1152.0;294;341;265
1158.0;291;339;270
1164.0;291;340;269
1170.0;292;342;266
1176.0;291;344;265
1182.0;293;345;262
1188.0;291;348;261
1194.0;289;345;266
