#auto generated file!
180.0;99;146;155
186.0;99;147;154
192.0;98;145;157
198.0;100;147;153
204.0;103;149;148
210.0;102;151;147
216.0;102;151;147
222.0;104;153;143
228.0;103;153;144
234.0;105;150;145
240.0;105;151;144
246.0;107;148;145
252.0;109;147;144
258.0;110;142;148
264.0;110;145;145
270.0;110;147;143
276.0;110;148;142
282.0;108;147;145
288.0;109;144;147
294.0;110;145;145
300.0;115;143;142
306.0;116;144;140
312.0;117;144;139
318.0;119;145;136
324.0;121;143;136
330.0;121;140;139
336.0;120;140;140
342.0;122;140;138
348.0;121;141;138
354.0;121;139;140
360.0;119;145;136
366.0;118;150;132
372.0;117;151;132
378.0;119;152;129
384.0;122;152;126
390.0;121;150;129
396.0;121;151;128
402.0;123;150;127
408.0;121;155;124
414.0;121;157;122
420.0;124;154;122
426.0;125;154;121
432.0;127;152;121
438.0;127;148;125
444.0;129;146;125
450.0;130;146;124
456.0;128;144;128
462.0;127;147;126
468.0;125;149;126
474.0;119;150;131
480.0;120;150;130
486.0;117;151;132
492.0;117;149;134
498.0;118;151;131
504.0;115;153;132
510.0;117;150;133
516.0;117;152;131
522.0;115;153;132
528.0;117;155;128
534.0;117;156;127
540.0;117;153;130
546.0;118;155;127
552.0;119;155;126
558.0;118;158;124
564.0;120;156;124
570.0;123;152;125
576.0;126;153;121
582.0;126;154;120
588.0;126;153;121
594.0;125;152;123
600.0;125;153;122
606.0;124;153;123
612.0;125;150;125
618.0;128;152;120
624.0;128;153;119
630.0;126;155;119
636.0;126;155;119
642.0;124;153;123
648.0;126;150;124
654.0;126;152;122
660.0;131;154;115
666.0;132;152;116
672.0;133;151;116
678.0;134;150;116
684.0;136;147;117
690.0;136;146;118
696.0;137;144;119
702.0;135;145;120
708.0;134;145;121
714.0;134;144;122
720.0;134;144;122
726.0;135;145;120
732.0;137;142;121
738.0;138;141;121
744.0;139;141;120
750.0;135;143;122
756.0;131;146;123
762.0;130;148;122
768.0;130;148;122
774.0;126;151;123
780.0;126;153;121
786.0;125;155;120
792.0;125;153;122
798.0;124;151;125
804.0;123;149;128
810.0;123;148;129
816.0;123;149;128
822.0;122;148;130
828.0;123;148;129
834.0;122;151;127
840.0;120;152;128
846.0;118;153;129
852.0;120;154;126
858.0;123;151;126
864.0;123;153;124
870.0;124;160;116
876.0;125;160;115
882.0;125;160;115
888.0;124;158;118
894.0;124;156;120
900.0;124;154;122
906.0;127;152;121
912.0;127;149;124
918.0;129;147;124
924.0;130;146;124
930.0;134;146;120
936.0;136;148;116
942.0;138;148;114
948.0;138;149;113
954.0;136;146;118
960.0;135;144;121
966.0;134;146;120
972.0;135;147;118
978.0;137;147;116
984.0;137;144;119
990.0;135;146;119
996.0;137;144;119
1002.0;136;143;121
1008.0;137;146;117
1014.0;135;147;118
1020.0;136;145;119
1026.0;138;142;120
1032.0;136;141;123
1038.0;138;137;125
1044.0;135;134;131
1050.0;134;136;130
1056.0;130;139;131
1062.0;127;138;135
1068.0;130;142;128
1074.0;129;141;130
1080.0;130;147;123
1086.0;130;147;123
1092.0;129;146;125
1098.0;130;142;128
1104.0;128;144;128
1110.0;131;143;126
1116.0;134;142;124
1122.0;133;146;121
1128.0;134;146;120
1134.0;134;144;122
1140.0;135;142;123
1146.0;132;143;125
1152.0;130;143;127
1158.0;129;148;123
1164.0;129;147;124
1170.0;131;147;122
1176.0;133;146;121
1182.0;138;144;118
1188.0;136;145;119
1194.0;136;143;121
