#auto generated file!
180.0;119;191;190
186.0;118;192;190
192.0;121;191;188
198.0;122;191;187
204.0;120;191;189
210.0;122;193;185
216.0;122;193;185
222.0;121;195;184
228.0;122;194;184
234.0;125;195;180
240.0;125;195;180
246.0;123;197;180
252.0;126;197;177
258.0;127;198;175
264.0;125;203;172
270.0;126;202;172
276.0;129;203;168
282.0;132;199;169
288.0;133;196;171
294.0;131;199;170
300.0;133;200;167
306.0;131;198;171
312.0;132;198;170
318.0;131;196;173
324.0;132;194;174
330.0;135;196;169
336.0;137;193;170
342.0;137;189;174
348.0;136;190;174
354.0;135;193;172
360.0;136;195;169
366.0;137;194;169
372.0;137;193;170
378.0;140;190;170
384.0;142;191;167
390.0;142;193;165
396.0;145;192;163
402.0;144;191;165
408.0;142;194;164
414.0;145;192;163
420.0;146;190;164
426.0;145;191;164
432.0;147;188;165
438.0;147;188;165
444.0;145;190;165
450.0;147;187;166
456.0;149;186;165
462.0;148;187;165
468.0;148;188;164
474.0;147;191;162
480.0;146;190;164
486.0;146;187;167
492.0;150;190;160
498.0;148;194;158
504.0;149;197;154
510.0;150;197;153
516.0;150;195;155
522.0;150;197;153
528.0;148;196;156
534.0;147;195;158
540.0;146;192;162
546.0;147;199;154
552.0;148;198;154
558.0;151;196;153
564.0;150;200;150
570.0;148;200;152
576.0;151;200;149
582.0;153;196;151
588.0;152;197;151
594.0;154;199;147
600.0;157;194;149
606.0;159;197;144
612.0;158;197;145
618.0;161;191;148
624.0;161;192;147
630.0;162;195;143
636.0;164;192;144
642.0;164;184;152
648.0;164;184;152
654.0;164;185;151
660.0;162;186;152
666.0;161;188;151
672.0;158;186;156
678.0;157;183;160
684.0;158;182;160
690.0;159;183;158
696.0;158;179;163
702.0;158;177;165
708.0;160;177;163
714.0;162;178;160
720.0;162;178;160
726.0;162;178;160
732.0;162;181;157
738.0;157;182;161
744.0;157;179;164
750.0;156;180;164
756.0;157;178;165
762.0;155;182;163
768.0;155;178;167
774.0;156;181;163
780.0;153;179;168
786.0;149;178;173
792.0;148;181;171
798.0;149;181;170
804.0;152;182;166
810.0;153;184;163
816.0;154;182;164
822.0;150;185;165
828.0;150;187;163
834.0;151;186;163
840.0;151;186;163
846.0;150;187;163
852.0;151;186;163
858.0;151;181;168
864.0;149;182;169
870.0;147;185;168
876.0;145;191;164
882.0;144;190;166
888.0;145;190;165
894.0;145;192;163
900.0;145;192;163
906.0;141;198;161
912.0;144;194;162
918.0;142;195;163
924.0;143;196;161
930.0;144;198;158
936.0;141;198;161
942.0;140;197;163
948.0;140;194;166
954.0;138;191;171
960.0;137;190;173
966.0;140;188;172
972.0;137;191;172
978.0;137;190;173
984.0;138;194;168
990.0;140;194;166
996.0;141;195;164
1002.0;141;194;165
1008.0;140;194;166
1014.0;145;195;160
1020.0;146;195;159
1026.0;148;197;155
1032.0;147;195;158
1038.0;145;197;158
1044.0;147;196;157
1050.0;147;196;157
1056.0;147;194;159
1062.0;151;194;155
1068.0;151;198;151
1074.0;152;198;150
1080.0;151;197;152
1086.0;150;196;154
1092.0;151;194;155
1098.0;151;195;154
1104.0;153;200;147
1110.0;153;197;150
1116.0;152;201;147
1122.0;149;206;145
1128.0;149;205;146
1134.0;149;203;148
1140.0;149;202;149
1146.0;148;199;153
1152.0;148;197;155
1158.0;149;196;155
1164.0;148;194;158
1170.0;150;194;156
1176.0;155;189;156
1182.0;156;188;156
1188.0;157;186;157
1194.0;155;189;156
